row_id,run_id,depl,model,exec_time(s),start,end
25,3,ONNX,mnist,51.73488366299989,2021-12-03 20:46:27.971893,2021-12-03 20:47:19.706777
26,3,ONNX,cifar10,45.506363728,2021-12-03 21:12:09.180273,2021-12-03 21:12:54.686637
27,3,ONNX,emotion,30.559052356000393,2021-12-03 21:20:26.448166,2021-12-03 21:20:57.007218
28,3,ONNX,yolov4,43.77031435899971,2021-12-03 20:20:21.556551,2021-12-03 20:21:05.326865
29,3,SCLB,mnist,58.905727667000065,2021-12-03 20:52:38.493451,2021-12-03 20:53:37.399179
30,3,SCLB,cifar10,61.75926341400009,2021-12-03 21:14:05.327731,2021-12-03 21:15:07.086994
31,3,SCLB,emotion,60.27292985999884,2021-12-03 21:22:07.630563,2021-12-03 21:23:07.903493
32,3,SCLB,yolov4,58.811810989999685,2021-12-03 20:50:24.730343,2021-12-03 20:51:23.542154
33,3,DOCKER,mnist,53.5901138829995,2021-12-03 20:26:25.083703,2021-12-03 20:27:18.673817
34,3,DOCKER,cifar10,47.94829414600008,2021-12-03 20:55:08.123152,2021-12-03 20:55:56.071446
35,3,DOCKER,emotion,30.949746030000824,2021-12-03 21:03:52.291295,2021-12-03 21:04:23.241041
36,3,DOCKER,yolov4,45.964822324000124,2021-12-03 20:13:57.748082,2021-12-03 20:14:43.712904
37,4,ONNX,mnist,51.04733708799995,2021-12-03 20:08:04.156670,2021-12-03 20:08:55.204007
38,4,ONNX,cifar10,45.03520586000013,2021-12-03 21:18:30.619545,2021-12-03 21:19:15.654751
39,4,ONNX,emotion,27.468571065000106,2021-12-03 20:12:09.120341,2021-12-03 20:12:36.588912
40,4,ONNX,yolov4,44.82077038999978,2021-12-03 20:30:41.461297,2021-12-03 20:31:26.282067
41,4,SCLB,mnist,58.84518642400144,2021-12-03 22:07:06.811486,2021-12-03 22:08:05.656672
42,4,SCLB,cifar10,61.92099971400057,2021-12-03 21:53:13.127141,2021-12-03 21:54:15.048141
43,4,SCLB,emotion,62.73184253100044,2021-12-03 21:59:24.277430,2021-12-03 22:00:27.009273
44,4,SCLB,yolov4,57.70947900600004,2021-12-03 21:38:29.553588,2021-12-03 21:39:27.263067
45,4,DOCKER,mnist,53.518007868000495,2021-12-03 22:11:27.369586,2021-12-03 22:12:20.887594
46,4,DOCKER,cifar10,45.62551604500004,2021-12-03 22:30:53.822185,2021-12-03 22:31:39.447701
47,4,DOCKER,emotion,30.377481190000253,2021-12-03 22:01:47.234254,2021-12-03 22:02:17.611735
48,4,DOCKER,yolov4,46.24994062699989,2021-12-03 22:28:43.705022,2021-12-03 22:29:29.954963
49,5,ONNX,mnist,50.192175383001086,2021-12-03 22:09:17.260847,2021-12-03 22:10:07.453022
50,5,ONNX,cifar10,47.028561940000145,2021-12-03 21:42:53.870041,2021-12-03 21:43:40.898603
51,5,ONNX,emotion,31.162598880000587,2021-12-03 22:53:01.253950,2021-12-03 22:53:32.416549
52,5,ONNX,yolov4,44.25111192300028,2021-12-03 21:30:31.827344,2021-12-03 21:31:16.078456
53,5,SCLB,mnist,59.64482202100044,2021-12-03 21:40:43.399103,2021-12-03 21:41:43.043925
54,5,SCLB,cifar10,66.25894080200123,2021-12-03 22:35:09.815616,2021-12-03 22:36:16.074557
55,5,SCLB,emotion,64.02310287299952,2021-12-03 22:43:41.652908,2021-12-03 22:44:45.676011
56,5,SCLB,yolov4,59.87287690700032,2021-12-03 22:22:04.856396,2021-12-03 22:23:04.729273
57,5,DOCKER,mnist,53.051588969001386,2021-12-03 21:51:06.842854,2021-12-03 21:51:59.894443
58,5,DOCKER,cifar10,43.90034623900101,2021-12-03 21:47:19.665288,2021-12-03 21:48:03.565634
59,5,DOCKER,emotion,31.09599092299868,2021-12-03 22:24:39.940499,2021-12-03 22:25:11.036490
60,5,DOCKER,yolov4,45.440630437000436,2021-12-03 21:57:25.705613,2021-12-03 21:58:11.146243
61,6,ONNX,mnist,50.42529825100064,2021-12-03 21:32:27.039542,2021-12-03 21:33:17.464840
62,6,ONNX,cifar10,44.41649391000101,2021-12-03 22:20:09.813240,2021-12-03 22:20:54.229734
63,6,ONNX,emotion,28.336746052998933,2021-12-03 22:03:30.326291,2021-12-03 22:03:58.663037
64,6,ONNX,yolov4,46.383024818000195,2021-12-03 22:37:26.852996,2021-12-03 22:38:13.236021
65,6,SCLB,mnist,58.42370314599975,2021-12-03 22:13:33.787255,2021-12-03 22:14:32.210958
66,6,SCLB,cifar10,63.58185105600023,2021-12-03 22:41:27.239695,2021-12-03 22:42:30.821546
67,6,SCLB,emotion,60.43178263799928,2021-12-03 22:17:58.779011,2021-12-03 22:18:59.210794
68,6,SCLB,yolov4,61.45576442200036,2021-12-03 22:32:52.136878,2021-12-03 22:33:53.592642
69,6,DOCKER,mnist,54.875136896000186,2021-12-03 22:50:53.365246,2021-12-03 22:51:48.240383
70,6,DOCKER,cifar10,43.811803575999875,2021-12-03 21:34:37.727385,2021-12-03 21:35:21.539189
71,6,DOCKER,emotion,28.91189635199953,2021-12-03 21:55:34.718971,2021-12-03 21:56:03.630867
72,6,DOCKER,yolov4,47.623138940998615,2021-12-03 22:46:15.176218,2021-12-03 22:47:02.799357
73,7,ONNX,mnist,52.555782264998925,2021-12-03 22:39:24.120606,2021-12-03 22:40:16.676388
74,7,ONNX,cifar10,46.52894917199956,2021-12-03 22:05:09.559076,2021-12-03 22:05:56.088025
75,7,ONNX,emotion,30.40967490299954,2021-12-03 21:49:16.400875,2021-12-03 21:49:46.810550
76,7,ONNX,yolov4,44.450885393000135,2021-12-03 21:36:34.232686,2021-12-03 21:37:18.683571
77,7,SCLB,mnist,57.89872906600067,2021-12-03 21:44:51.694829,2021-12-03 21:45:49.593558
78,7,SCLB,cifar10,64.96384793600009,2021-12-03 22:15:43.018246,2021-12-03 22:16:47.982094
79,7,SCLB,emotion,60.970285026000056,2021-12-03 22:26:23.739812,2021-12-03 22:27:24.710097
80,7,SCLB,yolov4,60.00912207000147,2021-12-03 22:48:17.925941,2021-12-03 22:49:17.935063
81,7,DOCKER,mnist,53.820357863001846,2021-12-04 00:08:52.899017,2021-12-04 00:09:46.719375
82,7,DOCKER,cifar10,44.822981723998964,2021-12-03 23:23:03.925453,2021-12-03 23:23:48.748435
83,7,DOCKER,emotion,30.484045006000088,2021-12-03 23:14:45.895869,2021-12-03 23:15:16.379914
84,7,DOCKER,yolov4,45.54663072800031,2021-12-03 23:35:10.182622,2021-12-03 23:35:55.729253
85,8,ONNX,mnist,50.12709073299993,2021-12-03 23:25:01.890442,2021-12-03 23:25:52.017533
86,8,ONNX,cifar10,48.014019672998984,2021-12-03 23:00:03.468349,2021-12-03 23:00:51.482369
87,8,ONNX,emotion,30.667063627999596,2021-12-03 23:47:57.256670,2021-12-03 23:48:27.923734
88,8,ONNX,yolov4,44.17583378499876,2021-12-03 22:58:08.557579,2021-12-03 22:58:52.733413
89,8,SCLB,mnist,60.63229747399964,2021-12-03 23:58:04.868149,2021-12-03 23:59:05.500446
90,8,SCLB,cifar10,61.21564859999853,2021-12-03 23:45:45.346440,2021-12-03 23:46:46.562089
91,8,SCLB,emotion,61.672579355999915,2021-12-03 23:18:32.977457,2021-12-03 23:19:34.650036
92,8,SCLB,yolov4,58.83656509199864,2021-12-03 23:49:38.706219,2021-12-03 23:50:37.542784
93,8,DOCKER,mnist,53.92081480000343,2021-12-04 00:13:22.850458,2021-12-04 00:14:16.771273
94,8,DOCKER,cifar10,45.66241185000035,2021-12-03 23:20:56.245073,2021-12-03 23:21:41.907485
95,8,DOCKER,emotion,30.426111142998707,2021-12-03 23:29:11.654048,2021-12-03 23:29:42.080159
96,8,DOCKER,yolov4,45.268177266998464,2021-12-03 23:10:38.272722,2021-12-03 23:11:23.540899
97,9,ONNX,mnist,51.99511799500033,2021-12-03 23:16:30.151572,2021-12-03 23:17:22.146690
98,9,ONNX,cifar10,46.54604783800096,2021-12-03 23:12:38.882191,2021-12-03 23:13:25.428239
99,9,ONNX,emotion,28.924457753000752,2021-12-03 23:02:02.151580,2021-12-03 23:02:31.076038
100,9,ONNX,yolov4,46.839882021999074,2021-12-03 23:27:03.473183,2021-12-03 23:27:50.313065
101,9,SCLB,mnist,58.46647022099933,2021-12-03 23:03:41.874034,2021-12-03 23:04:40.340504
102,9,SCLB,cifar10,66.90702899300231,2021-12-04 00:06:24.047686,2021-12-04 00:07:30.954715
103,9,SCLB,emotion,62.67832807499872,2021-12-04 00:10:59.640477,2021-12-04 00:12:02.318805
104,9,SCLB,yolov4,58.82708129800085,2021-12-03 23:08:04.539719,2021-12-03 23:09:03.366800
105,9,DOCKER,mnist,56.10924111499844,2021-12-04 00:18:04.452083,2021-12-04 00:19:00.561324
106,9,DOCKER,cifar10,44.42699350699877,2021-12-03 23:06:07.161441,2021-12-03 23:06:51.588435
107,9,DOCKER,emotion,29.25951935700141,2021-12-03 23:33:18.681605,2021-12-03 23:33:47.941124
108,9,DOCKER,yolov4,46.19079556699944,2021-12-04 00:04:22.929210,2021-12-04 00:05:09.120006
109,10,ONNX,mnist,50.488306349001505,2021-12-03 23:41:29.278038,2021-12-03 23:42:19.766344
110,10,ONNX,cifar10,46.78092458199899,2021-12-03 23:56:07.353542,2021-12-03 23:56:54.134467
111,10,ONNX,emotion,29.23340492600255,2021-12-04 00:02:31.837734,2021-12-04 00:03:01.071139
112,10,ONNX,yolov4,44.66692742000123,2021-12-03 22:56:12.314486,2021-12-03 22:56:56.981413
113,10,SCLB,mnist,58.395629695001844,2021-12-03 23:39:19.176281,2021-12-03 23:40:17.571911
114,10,SCLB,cifar10,64.00208516599741,2021-12-03 23:43:30.574991,2021-12-03 23:44:34.577076
115,10,SCLB,emotion,63.50107444000241,2021-12-04 00:00:17.554065,2021-12-04 00:01:21.055139
116,10,SCLB,yolov4,58.95567371300058,2021-12-04 00:15:30.399244,2021-12-04 00:16:29.354918
117,10,DOCKER,mnist,53.10820190999948,2021-12-03 23:31:04.053800,2021-12-03 23:31:57.162002
118,10,DOCKER,cifar10,46.083369692001725,2021-12-03 23:37:19.546329,2021-12-03 23:38:05.629699
119,10,DOCKER,emotion,30.73415454499991,2021-12-03 23:52:13.218467,2021-12-03 23:52:43.952622
120,10,DOCKER,yolov4,46.719438356001774,2021-12-03 23:54:06.248152,2021-12-03 23:54:52.967590
